bin,M_500c,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_corr,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_corr-,M_hot_gas_500c_T_sl_wo_recent_AGN_500c_corr+,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr-,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr+,M_hot_gas_500c_Y_X_500c_corr,M_hot_gas_500c_Y_X_500c_corr-,M_hot_gas_500c_Y_X_500c_corr+,M_hot_gas_500c_Y_SZ_500c_corr,M_hot_gas_500c_Y_SZ_500c_corr-,M_hot_gas_500c_Y_SZ_500c_corr+,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr-,M_hot_gas_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr+,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,M_hot_gas_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr-,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_500c_corr+,T_sl_wo_recent_AGN_500c_Y_X_500c_corr,T_sl_wo_recent_AGN_500c_Y_X_500c_corr-,T_sl_wo_recent_AGN_500c_Y_X_500c_corr+,T_sl_wo_recent_AGN_500c_Y_SZ_500c_corr,T_sl_wo_recent_AGN_500c_Y_SZ_500c_corr-,T_sl_wo_recent_AGN_500c_Y_SZ_500c_corr+,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr-,T_sl_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr+,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,T_sl_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_corr,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_corr-,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_X_500c_corr+,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_corr,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_corr-,L_X_ROSAT_obs_wo_recent_AGN_500c_Y_SZ_500c_corr+,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr-,L_X_ROSAT_obs_wo_recent_AGN_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr+,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,L_X_ROSAT_obs_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+,Y_X_500c_Y_SZ_500c_corr,Y_X_500c_Y_SZ_500c_corr-,Y_X_500c_Y_SZ_500c_corr+,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr-,Y_X_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr+,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,Y_X_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr-,Y_SZ_500c_T_mw_hot_gas_wo_recent_AGN_500c_corr+,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,Y_SZ_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr-,T_mw_hot_gas_wo_recent_AGN_500c_L_X_ROSAT_obs_wo_recent_AGN_ce_500c_corr+
0,13.0,0.2780770412998733,0.27360954381396,0.2828927009394499,0.4474852249055232,0.4439638678020936,0.4508009479385164,0.8336600523460096,0.8303214695870463,0.8365036503035342,0.8658125649754567,0.8647473464105307,0.8668447652683875,0.10991721695203,0.1058531895160378,0.11421469557615896,0.5702789060248323,0.5664974741003868,0.5744232617461517,0.2884554865093174,0.28349351304920434,0.29351932948748244,0.7628087032109712,0.7607410011872184,0.7649885932090792,0.46072280953970746,0.4551343300458133,0.46635806112224354,0.46671747847105827,0.4607838028629257,0.47296724882431235,0.4187420770938777,0.4130136210636309,0.42487731213808855,0.46732965119294023,0.4631956926462151,0.4707008384631602,0.44962855340842145,0.4463856221587608,0.45285493495972035,0.1728194643164188,0.16901305308354944,0.17634465081423012,0.6703588957102936,0.6666051376381356,0.6742094526337994,0.8479654271677721,0.8448434012372346,0.8507522094805829,0.3425242070788346,0.3381417391493111,0.34685777682828184,0.6248681721714047,0.6213293162252114,0.62870136963491,0.5924040942831739,0.5896323620457657,0.5953955046542475,0.6055518976242078,0.6014137424765135,0.6095481293577152,0.2851130534495317,0.28080821873309053,0.2891399955168025
1,13.051158842105263,0.27643413318235033,0.27114549100794383,0.2816385796898048,0.4485114024068654,0.444867184569494,0.45216609654033973,0.8174773092484149,0.8136940482616438,0.8209935355499794,0.8618289614463054,0.8608037937220868,0.8629887267400291,0.11640536120584621,0.11208906030137593,0.12063861736816092,0.5724871319667262,0.568388464299773,0.5764244323395702,0.2713221679285911,0.26593872325542606,0.2771707736162037,0.7796129219583509,0.7772258459328419,0.7820329983098396,0.4563693023678748,0.45010751033242635,0.4625080223756548,0.458417775272371,0.4516030287912195,0.465069676279084,0.3858998349064525,0.3791074101441235,0.39271261843692745,0.4544241148023305,0.45043306644926534,0.45898257174334767,0.4463366531532059,0.44279326941320535,0.4501806590360135,0.1695618342026871,0.1654885721552515,0.1736680781005735,0.6699182237639005,0.665854728618878,0.6742235312327817,0.8351798526721091,0.8311004554177702,0.838779129998792,0.35071920946220814,0.3458695078918847,0.35532898865054424,0.604557724810058,0.6003087881427821,0.6091662149953861,0.6040569582312809,0.6010859300508575,0.6072709157191866,0.6009731407378693,0.5963296705822869,0.6054313133532369,0.27680594694589533,0.2724998213033553,0.28150999700380686
2,13.102317684210526,0.27548333233498,0.2699778448656357,0.2809580648800324,0.4484952927892617,0.4443133593103977,0.45236702675082513,0.7998048503156189,0.7951965104112361,0.8045459488836758,0.8579717065620203,0.8567830949925367,0.85916664269693,0.12308886019485316,0.11830178163604693,0.12767569417290286,0.5761168268973695,0.5715151153825128,0.5805999803046102,0.25465194765003996,0.2490491153499227,0.2605157373183962,0.7970495717321886,0.7944838145037796,0.7997574693549409,0.4517124551888789,0.4450372997019225,0.4585446312525553,0.4499942561540653,0.44214584906478094,0.45759671707350685,0.35197158836533493,0.3451316386420127,0.35944977844559994,0.44090719264232875,0.4359392486576496,0.4458455415111068,0.44261789944827523,0.4385712732918331,0.4465256212098149,0.1667777443037408,0.16239495431940007,0.17074008325389153,0.6694895061789521,0.6650015575195947,0.6743383682908372,0.8204680623215298,0.8157111495096975,0.8249748242137277,0.35818420875959744,0.3534348211400625,0.3631463510836695,0.5815693032318632,0.5764046134382527,0.5871399032626503,0.6155333235476996,0.6120882195502245,0.6187586803579594,0.5968367753402624,0.5921749340686443,0.6014891586579382,0.26927382671027644,0.2643354882753637,0.2737439703094615
3,13.153476526315789,0.2737751579729669,0.2678613416863198,0.2799099074735461,0.44878080644313767,0.44441630207327903,0.4533964229347242,0.7807738932179489,0.7754428574798893,0.7862564607425963,0.8539119849063126,0.8524181164501633,0.8553906463649069,0.12831094083283393,0.12328022643034393,0.13382390098571734,0.5809164491004206,0.575531570857343,0.5858739214243154,0.23857023596679372,0.23266960834869876,0.24513980254597248,0.8151296782221773,0.8123915079679226,0.817876724551952,0.4463560498388849,0.43795010627778547,0.45396267710027915,0.44013558250089235,0.4321073560163003,0.4484001157234881,0.3186057083132613,0.3107606896692404,0.32687248302874744,0.4252280859117515,0.41990021289594587,0.43060039602165007,0.439348221410125,0.4346968715193129,0.4434030821507462,0.16521849074600886,0.16009283019334344,0.16982020010661533,0.6683634001780612,0.6633074247236871,0.6736736179115275,0.8046219400295955,0.798901050011147,0.8105063187499439,0.36372382863566316,0.35795920110798835,0.36929701389733427,0.5569147345217704,0.5503872115326433,0.5631808164790416,0.6259237285620346,0.6224409057226081,0.6291608031448489,0.5939933381282465,0.5885200171894653,0.5993406362450235,0.2616280447463668,0.25648896362725815,0.2666348919529593
4,13.204635368421053,0.27338210079108616,0.2665602574477527,0.2803683986471651,0.447995697968345,0.4436339587547931,0.4528140899595565,0.7608491277163187,0.7539013743507257,0.7677423941897458,0.8501457191226423,0.8485195591031336,0.8517319059236649,0.13264518205586484,0.1267256776729031,0.13838380117615354,0.5869060502541974,0.5814095968797992,0.5924021580583744,0.2244365050880805,0.21791357272955428,0.23069174045338323,0.8323608149421782,0.8289469747097786,0.8354804940403223,0.44128262226773496,0.43142939055503915,0.45029107910579447,0.4299132853955941,0.42040966194661694,0.43925319385405515,0.28581677409683687,0.2767880659304273,0.29492399117295903,0.40924656461567654,0.4033582585314394,0.4156110579191882,0.4372824869789903,0.4327047159208536,0.44184008078539433,0.16468047376415296,0.1593265964585979,0.1696491856933182,0.6670950266878155,0.6613305339273091,0.6728169142138183,0.7875990660200913,0.7804422819993887,0.7947112248222885,0.3660215290102067,0.36010843752666627,0.37183839080522785,0.5313659960721446,0.523586586602533,0.538892117835864,0.634783976088502,0.6309230188061183,0.6381897429751527,0.591842711225846,0.5860511093060325,0.5977721942406458,0.25406875367688986,0.24752929002760668,0.25960212873380545
5,13.255794210526316,0.2714510868216116,0.26372256163465574,0.28023262069275445,0.44799147887627944,0.44234349643846,0.4530836371309777,0.7412539148761661,0.7331797880571195,0.7493874158826171,0.8465162913163269,0.8447499441510531,0.8483631036518958,0.13332495425455845,0.1274951229624433,0.13965377167164872,0.5947460269012412,0.5886320596475803,0.6002686343343286,0.21080155569557604,0.20359121546642187,0.2179966636751758,0.8477541662517163,0.8445083528141603,0.8513503772688753,0.43510822357858586,0.42516790501006363,0.445448658289457,0.4188909967562526,0.40782358533076113,0.4295081048714796,0.25575275681687243,0.24643008318272086,0.2655308047308085,0.39378306179840866,0.3872041241223216,0.40035720473050335,0.436081062375633,0.43057617027831757,0.4409683280799463,0.16480835688714723,0.1594010052077914,0.17114241521249007,0.6649144947722478,0.6584840384010953,0.6713160889273987,0.7701170465826112,0.7611636762708288,0.7781286180170299,0.3652173131038986,0.3585566041799972,0.3723612460099953,0.5060840439633933,0.49812021506503973,0.5149063939996401,0.6404223086474166,0.6363367301873394,0.6442408561177643,0.5929220678906291,0.5862349266541951,0.5992227599997197,0.24528830197609874,0.2387508666542191,0.2512505568127518
6,13.30695305263158,0.2698674804321772,0.2605087857406997,0.27948980712647187,0.4482122694173446,0.4421928415352584,0.45405689066727284,0.7213853451269585,0.7111556231302295,0.7307645760122458,0.8429493211514667,0.8408584454730207,0.8449628785236059,0.12885191708282778,0.12190609101552828,0.13604087379510926,0.6046643573930468,0.5980285338407874,0.6112032138265852,0.19925624855608895,0.19151105122688677,0.20706151141226567,0.8612940323052929,0.857811821696353,0.8648867781589265,0.428539368909595,0.4167427499318406,0.4401318874862294,0.40677566315172764,0.39609367471939927,0.41895610764612606,0.22761837891573983,0.21858021764411034,0.23802456235653763,0.37898557540298194,0.37108976163222485,0.3865555163583912,0.43554306584748104,0.42964493648940694,0.4414539802394526,0.16532505294824795,0.1591539377305266,0.17114013338186312,0.6626315337209467,0.6551994825344084,0.6697498465693266,0.7535425725066893,0.7436238891116757,0.7632575409240314,0.3611616331862656,0.3532556790016401,0.36851891254697966,0.48248134109239404,0.47250212112305784,0.4916494235124241,0.6420596327923662,0.6375971725351318,0.6468838878014347,0.5942663663159573,0.5871914344647691,0.6024884806405653,0.23480783824308965,0.2280286877383567,0.24210771971484052
7,13.358111894736842,0.2668418089289565,0.2568766191480095,0.2772816035301078,0.4476215765495307,0.44051391781344995,0.4544084478709864,0.702439081867584,0.6913546721869451,0.7136110879782319,0.8390743494076407,0.8367417849933415,0.8412584928067084,0.11849081601240052,0.11031451887251356,0.12625603862394696,0.6162179184054736,0.6083903836120704,0.623236511678243,0.1894445115662699,0.18113535799902447,0.19799153879532638,0.8733071686045082,0.8693094348966341,0.877387980920354,0.4226973321652051,0.410514865682973,0.43674625667322786,0.39545374551624984,0.38189422070610274,0.407158576758049,0.20259568655352983,0.1905294533401879,0.21407274700804615,0.3662349342421836,0.357920941816324,0.37536670837973385,0.4371492491750588,0.4308066354644814,0.44347695321412195,0.16513886155542284,0.15825048165640745,0.1727537583317355,0.6599256256537029,0.6515965663645833,0.667716977778385,0.7368797051591877,0.7258020532428408,0.7474482303694132,0.35096409530455597,0.3421606257724198,0.3607576342263414,0.4611711989221862,0.4495117150680861,0.47117063524084435,0.6393800634729887,0.6336748934074217,0.6446982948739073,0.5991405751598439,0.5911341075848925,0.6062779665728113,0.22216114603045695,0.2142720069021654,0.23003312123203093
